Date,Open,High,Low,Close
2000-02-29,1722.85,1783.3,1626.35,1654.8
2000-03-01,1661.5,1727.9,1630.0,1712.7
2000-03-02,1713.65,1773.85,1690.05,1696.5
2000-03-03,1696.45,1719.15,1644.4,1656.0
2000-03-06,1656.0,1721.0,1656.0,1688.5
2000-03-07,1711.85,1730.85,1684.9,1702.7
2000-03-08,1717.75,1765.25,1654.45,1666.3
2000-03-09,1667.45,1692.25,1595.45,1646.2
2000-03-10,1647.85,1680.45,1588.2,1602.7
2000-03-13,1601.4,1645.0,1553.45,1560.7
2000-03-14,1561.55,1571.3,1503.2,1567.0
2000-03-15,1546.8,1630.95,1538.7,1620.1
2000-03-16,1620.4,1621.2,1554.3,1562.2
2000-03-21,1563.3,1585.25,1542.65,1556.6
2000-03-22,1551.05,1604.0,1551.05,1589.6
2000-03-23,1590.3,1629.2,1544.5,1553.4
2000-03-24,1554.2,1579.4,1540.45,1569.5
2000-03-27,1570.45,1593.3,1555.75,1562.9
2000-03-28,1563.3,1575.85,1527.55,1568.6
2000-03-29,1569.3,1609.4,1553.4,1558.2
2000-03-30,1556.95,1557.85,1489.1,1549.5
2000-03-31,1545.55,1545.55,1493.9,1528.4
2000-04-03,1528.7,1555.5,1510.75,1534.7
2000-04-04,1534.05,1534.05,1420.85,1428.1
2000-04-05,1428.5,1467.4,1391.65,1434.6
2000-04-06,1436.15,1475.25,1381.05,1452.9
2000-04-07,1453.3,1558.05,1453.3,1557.1
2000-04-10,1557.55,1636.95,1557.55,1613.0
2000-04-11,1613.0,1631.6,1550.85,1624.6
2000-04-12,1624.4,1628.55,1586.0,1592.7
2000-04-13,1587.95,1587.95,1502.7,1518.6
2000-04-17,1518.55,1518.55,1412.45,1443.5
2000-04-18,1443.55,1478.85,1410.0,1414.8
2000-04-19,1417.75,1469.05,1375.05,1404.9
2000-04-20,1405.7,1425.55,1339.75,1415.6
2000-04-24,1416.05,1431.8,1371.85,1388.0
2000-04-25,1383.8,1383.8,1311.3,1359.4
2000-04-26,1362.5,1439.05,1362.5,1436.1
2000-04-27,1436.15,1455.85,1400.65,1416.9
2000-04-28,1419.9,1438.0,1396.55,1406.5
2000-05-02,1410.0,1421.5,1319.65,1333.4
2000-05-03,1330.15,1342.15,1258.1,1316.0
2000-05-04,1317.95,1385.15,1317.95,1380.5
2000-05-05,1381.9,1428.6,1381.9,1422.4
2000-05-08,1423.25,1436.6,1358.8,1365.0
2000-05-09,1362.45,1385.7,1328.05,1378.5
2000-05-10,1380.4,1391.35,1359.65,1363.1
2000-05-11,1359.1,1359.1,1295.95,1304.5
2000-05-12,1305.3,1326.3,1276.4,1282.8
2000-05-15,1281.3,1311.7,1220.7,1299.2
2000-05-16,1300.2,1310.45,1287.8,1306.8
2000-05-17,1310.8,1347.7,1303.75,1311.6
2000-05-18,1311.3,1316.2,1289.55,1293.4
2000-05-19,1293.45,1293.45,1252.7,1268.0
2000-05-22,1267.85,1267.85,1228.4,1233.0
2000-05-23,1229.25,1230.9,1203.2,1224.4
2000-05-24,1224.5,1246.25,1201.5,1235.9
2000-05-25,1237.0,1269.8,1235.7,1247.6
2000-05-26,1247.1,1278.75,1232.85,1275.3
2000-05-29,1273.7,1317.75,1267.4,1311.0
2000-05-30,1310.8,1347.3,1304.95,1344.8
2000-05-31,1355.35,1410.75,1355.35,1380.4
2000-06-01,1380.4,1380.4,1345.1,1349.0
2000-06-02,1350.15,1395.35,1350.15,1389.2
2000-06-05,1390.95,1461.05,1390.95,1404.6
2000-06-06,1405.45,1426.15,1392.7,1421.7
2000-06-07,1423.4,1442.7,1413.8,1430.3
2000-06-08,1430.5,1468.7,1430.5,1463.6
2000-06-09,1464.3,1485.5,1458.9,1467.2
2000-06-12,1464.4,1477.55,1437.15,1440.4
2000-06-13,1438.8,1438.8,1411.9,1432.9
2000-06-14,1434.95,1459.15,1423.95,1435.5
2000-06-15,1437.0,1452.8,1422.4,1445.2
2000-06-16,1443.15,1480.85,1441.6,1477.3
2000-06-19,1477.55,1510.45,1477.55,1498.7
2000-06-20,1498.0,1518.05,1497.05,1507.1
2000-06-21,1524.05,1539.1,1470.4,1475.1
2000-06-22,1475.65,1491.4,1461.3,1488.2
2000-06-23,1487.85,1499.85,1462.75,1472.2
2000-06-26,1472.15,1472.15,1431.25,1451.6
2000-06-27,1452.8,1467.15,1448.95,1454.3
2000-06-28,1453.7,1474.7,1445.6,1470.0
2000-06-29,1471.35,1505.75,1471.35,1492.3
2000-06-30,1490.2,1490.65,1462.45,1471.4
2000-07-03,1473.45,1498.7,1473.45,1495.2
2000-07-04,1496.15,1516.8,1494.8,1511.3
2000-07-05,1511.5,1530.9,1511.5,1526.0
2000-07-06,1525.15,1525.15,1504.05,1516.8
2000-07-07,1517.0,1528.15,1513.4,1517.6
2000-07-10,1518.15,1523.2,1502.7,1509.6
2000-07-11,1510.55,1523.1,1506.15,1518.5
2000-07-12,1518.7,1537.1,1507.95,1533.3
2000-07-13,1535.55,1564.75,1513.65,1522.6
2000-07-14,1522.2,1534.35,1505.9,1509.7
2000-07-17,1509.25,1512.25,1475.15,1479.6
2000-07-18,1479.3,1482.9,1458.6,1463.1
2000-07-19,1464.55,1468.55,1432.85,1435.8
2000-07-20,1434.95,1443.25,1416.0,1424.2
2000-07-21,1424.9,1435.2,1394.3,1397.2
2000-07-24,1397.05,1397.05,1310.85,1317.7
2000-07-25,1317.35,1363.45,1269.25,1348.9
2000-07-26,1350.8,1371.8,1315.15,1318.2
2000-07-27,1317.0,1342.75,1291.3,1338.0
2000-07-28,1337.7,1359.4,1327.95,1333.8
2000-07-31,1333.3,1343.65,1317.3,1332.8
2000-08-01,1332.85,1344.5,1322.6,1326.8
2000-08-02,1323.7,1333.85,1312.25,1331.9
2000-08-03,1330.7,1339.4,1319.0,1321.2
2000-08-04,1320.25,1333.15,1302.65,1318.5
2000-08-07,1319.7,1321.7,1299.9,1310.8
2000-08-08,1312.1,1348.25,1311.15,1345.6
2000-08-09,1345.95,1363.95,1341.05,1344.9
2000-08-10,1345.25,1360.4,1325.15,1328.0
2000-08-11,1328.15,1328.15,1306.6,1310.7
2000-08-14,1312.25,1321.55,1295.45,1317.9
2000-08-16,1319.35,1354.95,1319.35,1351.4
2000-08-17,1351.5,1363.05,1334.95,1341.4
2000-08-18,1342.0,1360.65,1339.05,1358.0
2000-08-21,1358.75,1374.5,1358.75,1370.2
2000-08-22,1370.75,1394.9,1370.75,1381.2
2000-08-23,1381.6,1398.9,1376.9,1386.0
2000-08-24,1386.3,1390.45,1374.9,1386.9
2000-08-25,1387.35,1396.1,1377.75,1381.2
2000-08-28,1379.6,1383.45,1368.25,1369.8
2000-08-29,1368.65,1373.55,1360.65,1367.7
2000-08-30,1369.9,1384.85,1369.8,1375.9
2000-08-31,1376.5,1397.3,1375.9,1394.1
2000-09-04,1395.95,1433.15,1395.95,1427.7
2000-09-05,1428.05,1434.65,1420.9,1428.2
2000-09-06,1430.9,1444.45,1421.0,1435.3
2000-09-07,1434.7,1450.2,1424.35,1439.7
2000-09-08,1440.6,1453.15,1440.6,1450.0
2000-09-11,1449.35,1469.0,1448.95,1456.3
2000-09-12,1457.1,1470.55,1447.8,1467.6
2000-09-13,1467.65,1482.0,1452.6,1456.1
2000-09-14,1456.75,1466.65,1437.85,1445.3
2000-09-15,1443.25,1451.05,1411.55,1417.2
2000-09-18,1416.05,1416.05,1352.1,1354.3
2000-09-19,1351.8,1361.7,1295.3,1317.0
2000-09-20,1317.8,1351.1,1311.1,1342.9
2000-09-21,1341.65,1347.4,1325.75,1329.8
2000-09-22,1329.1,1329.1,1261.2,1266.4
2000-09-25,1268.4,1305.1,1268.4,1292.5
2000-09-26,1292.9,1298.25,1261.0,1267.9
2000-09-27,1267.45,1299.0,1249.35,1292.5
2000-09-28,1292.4,1302.75,1260.8,1266.4
2000-09-29,1267.3,1284.15,1264.4,1271.6
2000-10-03,1270.75,1288.15,1254.35,1282.0
2000-10-04,1281.45,1300.05,1275.8,1297.8
2000-10-05,1296.1,1306.45,1282.5,1284.7
2000-10-06,1284.35,1287.85,1262.65,1285.0
2000-10-09,1285.05,1286.35,1264.2,1267.3
2000-10-10,1268.7,1272.75,1230.05,1238.9
2000-10-11,1232.85,1234.1,1193.8,1201.9
2000-10-12,1201.3,1214.35,1185.1,1206.2
2000-10-13,1205.7,1205.7,1167.5,1176.7
2000-10-16,1177.85,1228.8,1173.35,1175.4
2000-10-17,1174.3,1174.3,1140.6,1158.0
2000-10-18,1157.05,1157.05,1122.8,1136.0
2000-10-19,1135.65,1171.5,1108.2,1166.1
2000-10-20,1166.2,1202.7,1166.2,1172.0
2000-10-23,1171.75,1172.15,1141.45,1143.9
2000-10-24,1143.0,1155.35,1132.9,1152.4
2000-10-25,1158.2,1190.4,1157.25,1183.9
2000-10-26,1182.8,1188.2,1176.6,1186.3
2000-10-27,1186.95,1192.9,1171.85,1178.7
2000-10-30,1178.75,1185.8,1164.25,1167.1
2000-10-31,1167.2,1175.6,1155.15,1172.7
2000-11-01,1178.25,1203.85,1177.1,1200.8
2000-11-02,1201.25,1226.35,1199.75,1224.8
2000-11-03,1225.0,1249.2,1225.0,1242.0
2000-11-06,1242.15,1261.4,1236.65,1240.2
2000-11-07,1239.0,1249.1,1232.35,1246.7
2000-11-08,1246.65,1277.25,1246.65,1266.8
2000-11-09,1266.75,1275.55,1255.95,1269.9
2000-11-10,1271.35,1271.4,1237.5,1239.5
2000-11-13,1239.35,1239.35,1199.95,1208.0
2000-11-14,1207.2,1246.9,1207.05,1242.8
2000-11-15,1245.0,1270.1,1243.2,1247.0
2000-11-16,1246.6,1254.55,1228.6,1233.2
2000-11-17,1232.35,1238.0,1216.9,1236.0
2000-11-20,1236.0,1241.75,1231.05,1237.6
2000-11-21,1236.95,1237.85,1224.3,1235.0
2000-11-22,1235.85,1247.5,1220.05,1222.3
2000-11-23,1221.2,1223.05,1209.85,1216.0
2000-11-24,1216.05,1230.0,1216.05,1225.2
2000-11-27,1225.4,1254.45,1225.35,1252.9
2000-11-28,1252.9,1275.45,1248.9,1272.7
2000-11-29,1272.25,1281.0,1253.45,1264.7
2000-11-30,1264.75,1272.1,1258.4,1268.1
2000-12-01,1268.1,1280.5,1255.2,1276.2
2000-12-04,1276.25,1290.0,1273.65,1275.6
2000-12-05,1275.7,1288.2,1275.5,1284.6
2000-12-06,1284.85,1319.85,1284.85,1298.5
2000-12-07,1298.9,1308.45,1295.1,1302.5
2000-12-08,1303.3,1317.2,1303.3,1313.7
2000-12-11,1313.7,1333.5,1313.7,1332.1
2000-12-12,1332.2,1341.75,1327.6,1333.3
2000-12-13,1333.8,1360.8,1333.8,1354.3
2000-12-14,1354.45,1369.5,1346.15,1349.3
2000-12-15,1349.25,1349.25,1308.15,1312.6
2000-12-18,1310.15,1321.65,1297.2,1317.6
2000-12-19,1317.75,1325.6,1307.0,1310.5
2000-12-20,1312.8,1313.4,1285.45,1295.2
2000-12-21,1294.25,1294.25,1257.1,1277.4
2000-12-22,1278.95,1292.8,1237.3,1242.0
2000-12-26,1242.05,1248.5,1207.95,1212.0
2000-12-27,1212.15,1239.0,1208.75,1228.3
2000-12-28,1229.35,1253.6,1229.35,1248.9
2000-12-29,1249.0,1265.9,1242.25,1263.5
2001-01-01,1263.5,1276.15,1250.65,1254.3
2001-01-02,1254.25,1279.6,1248.55,1271.8
2001-01-03,1271.8,1293.55,1263.95,1291.2
2001-01-04,1291.3,1331.35,1291.3,1307.6
2001-01-05,1307.55,1330.3,1306.25,1327.2
2001-01-08,1327.35,1334.2,1303.35,1309.2
2001-01-09,1309.2,1323.4,1304.9,1311.6
2001-01-10,1311.65,1324.35,1285.3,1287.3
2001-01-11,1287.5,1296.75,1275.95,1280.4
2001-01-12,1280.45,1298.85,1279.4,1286.7
2001-01-15,1286.85,1295.2,1277.85,1286.7
2001-01-16,1287.0,1302.6,1279.85,1293.0
2001-01-17,1299.4,1312.35,1295.3,1297.9
2001-01-18,1297.95,1309.95,1297.95,1305.9
2001-01-19,1306.0,1333.5,1306.0,1329.1
2001-01-22,1329.3,1351.85,1329.3,1348.0
2001-01-23,1347.95,1362.05,1346.5,1355.2
2001-01-24,1355.35,1371.1,1355.35,1365.9
2001-01-25,1366.05,1374.2,1353.5,1370.1
2001-01-29,1368.55,1368.55,1312.1,1342.0
2001-01-30,1342.1,1382.55,1342.05,1379.7
2001-01-31,1385.85,1396.05,1369.0,1371.7
2001-02-01,1371.5,1373.5,1340.95,1359.1
2001-02-02,1359.1,1384.9,1355.3,1378.8
2001-02-05,1378.8,1392.15,1373.45,1382.6
2001-02-06,1382.7,1395.4,1382.7,1387.1
2001-02-07,1387.3,1391.85,1368.05,1370.8
2001-02-08,1370.65,1396.8,1365.05,1395.5
2001-02-09,1395.55,1416.3,1395.55,1405.7
2001-02-12,1405.7,1416.45,1397.6,1402.2
2001-02-13,1402.2,1412.7,1386.65,1391.2
2001-02-14,1393.15,1396.35,1380.65,1393.3
2001-02-15,1393.35,1421.0,1393.35,1416.7
2001-02-16,1415.85,1422.95,1376.15,1381.3
2001-02-19,1381.4,1392.05,1369.45,1384.8
2001-02-20,1384.85,1392.8,1380.4,1383.8
2001-02-21,1383.9,1389.55,1364.25,1370.1
2001-02-22,1370.05,1370.05,1335.65,1355.1
2001-02-23,1355.1,1362.8,1314.1,1320.4
2001-02-26,1320.9,1325.2,1299.05,1312.4
2001-02-27,1312.45,1324.0,1281.9,1295.5
2001-02-28,1295.3,1362.25,1294.6,1351.4
2001-03-01,1351.75,1399.55,1345.05,1358.0
2001-03-02,1360.25,1386.75,1301.8,1306.3
2001-03-05,1304.85,1316.45,1259.1,1271.4
2001-03-07,1272.8,1311.1,1249.45,1290.5
2001-03-08,1290.85,1307.95,1279.3,1292.8
2001-03-09,1292.7,1292.7,1219.35,1254.7
2001-03-12,1253.25,1253.25,1193.95,1197.9
2001-03-13,1197.85,1201.15,1098.75,1124.7
2001-03-14,1125.15,1200.25,1114.6,1194.2
2001-03-15,1191.6,1219.7,1170.7,1217.1
2001-03-16,1216.9,1233.4,1179.6,1193.5
2001-03-19,1192.85,1201.7,1173.15,1186.7
2001-03-20,1186.8,1193.35,1162.35,1170.9
2001-03-21,1168.8,1212.2,1156.15,1207.1
2001-03-22,1206.45,1218.35,1184.95,1187.5
2001-03-23,1187.6,1196.55,1139.65,1161.3
2001-03-26,1159.85,1165.65,1147.5,1161.5
2001-03-27,1161.6,1182.7,1157.25,1177.7
2001-03-28,1177.55,1209.6,1177.55,1206.2
2001-03-29,1204.9,1210.1,1185.0,1195.1
2001-03-30,1195.05,1195.25,1144.65,1148.2
2001-04-02,1148.1,1148.1,1094.35,1138.1
2001-04-03,1136.65,1153.1,1128.1,1149.2
2001-04-04,1146.1,1146.15,1120.35,1136.6
2001-04-06,1137.55,1171.85,1133.05,1139.6
2001-04-09,1137.6,1138.55,1116.1,1128.3
2001-04-10,1129.1,1129.75,1093.05,1103.0
2001-04-11,1104.9,1116.85,1056.1,1066.8
2001-04-12,1066.75,1066.75,1001.8,1024.9
2001-04-16,1024.0,1049.4,1000.1,1044.6
2001-04-17,1044.85,1072.9,1037.7,1067.0
2001-04-18,1066.5,1106.3,1063.05,1103.4
2001-04-19,1103.6,1159.3,1103.6,1144.4
2001-04-20,1145.75,1156.45,1120.6,1144.0
2001-04-23,1144.05,1162.05,1137.3,1149.7
2001-04-24,1149.6,1149.6,1128.4,1146.3
2001-04-25,1146.5,1162.85,1142.3,1155.3
2001-04-26,1155.4,1170.2,1138.85,1143.7
2001-04-27,1143.65,1143.65,1078.1,1101.3
2001-04-30,1101.45,1127.9,1101.45,1125.2
2001-05-02,1125.45,1150.65,1125.25,1137.2
2001-05-03,1137.15,1139.85,1117.7,1122.0
2001-05-04,1121.45,1131.95,1113.65,1130.0
2001-05-07,1130.05,1145.4,1130.05,1139.2
2001-05-08,1139.25,1151.95,1138.2,1148.9
2001-05-09,1149.9,1164.3,1145.25,1149.2
2001-05-10,1149.1,1151.6,1139.25,1144.9
2001-05-11,1144.1,1146.85,1136.9,1140.5
2001-05-14,1140.45,1146.25,1134.05,1140.8
2001-05-15,1140.75,1147.75,1096.25,1145.3
2001-05-16,1147.1,1163.15,1146.05,1151.1
2001-05-17,1151.2,1179.0,1150.6,1174.9
2001-05-18,1175.0,1187.65,1169.2,1172.8
2001-05-21,1172.95,1182.65,1166.7,1169.4
2001-05-22,1169.5,1176.2,1165.65,1168.1
2001-05-23,1168.25,1181.8,1167.0,1179.1
2001-05-24,1179.1,1190.15,1177.55,1181.8
2001-05-25,1181.95,1188.5,1171.35,1174.9
2001-05-28,1174.95,1194.5,1174.45,1193.2
2001-05-29,1193.25,1202.05,1193.25,1198.4
2001-05-30,1199.5,1207.0,1173.75,1177.5
2001-05-31,1177.5,1177.5,1154.9,1167.9
2001-06-01,1168.1,1175.8,1146.9,1148.0
2001-06-04,1148.0,1154.45,1125.35,1127.2
2001-06-05,1127.15,1130.65,1106.8,1115.6
2001-06-06,1117.5,1132.95,1114.0,1115.7
2001-06-07,1115.05,1116.1,1095.45,1112.3
2001-06-08,1112.45,1128.9,1112.45,1126.6
2001-06-11,1126.55,1134.8,1122.35,1131.1
2001-06-12,1131.05,1133.3,1121.8,1127.1
2001-06-13,1127.1,1132.95,1126.9,1129.0
2001-06-14,1128.95,1128.95,1110.15,1112.7
2001-06-15,1112.7,1112.7,1084.2,1087.7
2001-06-18,1087.75,1087.75,1064.4,1078.3
2001-06-19,1078.25,1099.7,1075.45,1096.6
2001-06-20,1096.35,1100.55,1084.7,1097.6
2001-06-21,1097.9,1102.45,1090.25,1095.2
2001-06-22,1095.85,1097.8,1081.3,1087.6
2001-06-25,1087.1,1087.1,1064.4,1067.0
2001-06-26,1066.4,1099.8,1060.05,1096.6
2001-06-27,1096.6,1102.8,1086.75,1096.1
2001-06-28,1095.85,1101.0,1090.2,1094.0
2001-06-29,1094.05,1114.35,1091.05,1107.9
2001-07-02,1108.35,1119.55,1097.95,1100.7
2001-07-03,1097.4,1097.4,1066.05,1069.8
2001-07-04,1068.05,1074.6,1062.2,1067.9
2001-07-05,1068.35,1079.35,1066.95,1069.7
2001-07-06,1069.15,1069.15,1059.6,1065.1
2001-07-09,1064.8,1064.8,1052.1,1059.5
2001-07-10,1059.95,1078.1,1059.25,1072.0
2001-07-11,1072.15,1088.5,1068.35,1083.6
2001-07-12,1083.8,1109.0,1083.8,1105.5
2001-07-13,1105.7,1127.15,1103.3,1110.4
2001-07-16,1110.35,1116.7,1102.45,1105.5
2001-07-17,1103.55,1106.05,1092.5,1103.1
2001-07-18,1103.1,1108.45,1088.1,1091.9
2001-07-19,1091.35,1091.35,1079.55,1085.9
2001-07-20,1085.95,1089.95,1072.75,1077.7
2001-07-23,1076.15,1076.15,1063.4,1070.6
2001-07-24,1065.95,1074.75,1064.5,1072.5
2001-07-25,1072.45,1073.95,1062.15,1064.2
2001-07-26,1063.9,1066.55,1050.15,1053.4
2001-07-27,1053.2,1061.2,1046.9,1051.7
2001-07-30,1051.45,1062.8,1050.9,1061.4
2001-07-31,1061.45,1076.35,1053.6,1072.8
2001-08-01,1073.0,1077.7,1059.75,1063.1
2001-08-02,1064.25,1070.05,1059.55,1066.0
2001-08-03,1066.4,1077.55,1066.2,1074.6
2001-08-06,1074.2,1082.4,1072.55,1075.2
2001-08-07,1074.35,1079.3,1070.2,1072.1
2001-08-08,1071.75,1072.1,1059.55,1068.0
2001-08-09,1068.1,1072.6,1061.4,1070.6
2001-08-10,1070.65,1076.7,1069.05,1071.1
2001-08-13,1070.95,1081.4,1061.05,1063.0
2001-08-14,1063.05,1076.6,1062.2,1075.5
2001-08-16,1075.2,1083.7,1072.95,1078.9
2001-08-17,1079.0,1084.0,1067.6,1069.2
2001-08-20,1062.5,1067.95,1061.0,1063.7
2001-08-21,1063.65,1071.2,1062.3,1068.7
2001-08-23,1068.7,1079.0,1065.7,1071.5
2001-08-24,1071.5,1076.7,1064.9,1069.1
2001-08-27,1064.05,1078.35,1064.05,1072.5
2001-08-28,1072.35,1076.85,1069.6,1070.6
2001-08-29,1070.55,1074.5,1066.45,1067.4
2001-08-30,1068.3,1070.25,1061.9,1064.1
2001-08-31,1064.1,1064.1,1051.75,1053.7
2001-09-03,1054.65,1059.9,1046.35,1048.0
2001-09-04,1048.2,1053.25,1043.3,1048.2
2001-09-05,1047.25,1051.55,1043.3,1045.0
2001-09-06,1047.7,1048.2,1033.4,1036.1
2001-09-07,1036.35,1037.35,1026.45,1035.2
2001-09-10,1035.0,1045.3,1031.45,1033.4
2001-09-11,1033.35,1037.45,1020.7,1023.4
2001-09-12,1023.25,1023.25,957.95,982.2
2001-09-13,982.2,993.05,969.0,971.7
2001-09-14,972.05,974.5,902.7,919.7
2001-09-17,916.15,916.15,861.05,872.25
2001-09-18,872.15,910.35,868.5,900.2
2001-09-19,899.7,915.0,899.7,912.2
2001-09-20,910.2,910.35,873.7,898.8
2001-09-21,903.75,903.75,849.95,854.2
2001-09-24,853.0,878.6,853.0,869.05
2001-09-25,869.15,893.35,858.85,861.4
2001-09-26,861.35,877.0,859.2,873.7
2001-09-27,873.15,893.05,868.3,890.0
2001-09-28,891.75,922.55,891.0,913.85
2001-10-01,914.65,919.2,905.5,910.1
2001-10-03,910.05,915.05,896.25,899.65
2001-10-04,899.65,914.25,899.65,911.65
2001-10-05,911.6,919.75,903.05,914.6
2001-10-08,911.2,913.05,884.65,901.95
2001-10-09,903.0,914.3,902.55,912.7
2001-10-10,915.5,942.8,912.9,940.35
2001-10-11,940.45,959.75,940.45,954.9
2001-10-12,958.4,969.9,956.85,960.4
2001-10-15,963.65,966.15,954.35,963.4
2001-10-16,963.4,973.25,962.5,971.25
2001-10-17,971.95,989.05,971.95,986.25
2001-10-18,984.2,984.5,969.35,972.05
2001-10-19,972.2,981.0,970.85,976.65
2001-10-22,980.05,994.15,973.2,976.4
2001-10-23,976.75,994.15,976.55,993.2
2001-10-24,992.95,1000.95,987.4,991.2
2001-10-25,991.25,998.0,979.95,983.2
2001-10-29,983.15,996.6,974.05,977.45
2001-10-30,977.35,977.35,960.5,963.1
2001-10-31,962.85,976.4,959.35,971.9
2001-11-01,973.55,997.3,973.55,994.0
2001-11-02,994.25,1009.55,991.95,997.6
2001-11-05,997.25,1001.3,987.85,991.05
2001-11-06,991.2,1007.4,991.15,1001.9
2001-11-07,1001.95,1014.1,984.45,987.5
2001-11-08,987.5,1001.15,985.75,997.7
2001-11-09,999.1,1008.95,999.1,1004.0
2001-11-12,1004.55,1014.25,1003.6,1010.9
2001-11-13,1010.95,1013.25,999.85,1005.4
2001-11-14,1005.45,1017.2,1004.7,1015.8
2001-11-15,1016.05,1038.35,1015.15,1035.7
2001-11-19,1034.2,1072.0,1032.85,1068.1
2001-11-20,1067.3,1082.4,1046.15,1050.2
2001-11-21,1050.4,1064.85,1046.3,1056.3
2001-11-22,1056.45,1075.9,1056.45,1062.4
2001-11-23,1063.05,1075.05,1057.3,1059.0
2001-11-26,1059.25,1084.65,1059.25,1080.6
2001-11-27,1087.6,1097.6,1071.05,1076.0
2001-11-28,1076.15,1082.3,1067.65,1070.8
2001-11-29,1070.3,1071.0,1063.0,1067.1
2001-12-03,1067.2,1074.5,1063.25,1065.4
2001-12-04,1066.05,1082.6,1065.65,1077.7
2001-12-05,1077.95,1107.15,1077.95,1104.5
2001-12-06,1105.1,1132.65,1105.1,1110.4
2001-12-07,1110.9,1122.65,1109.65,1112.3
2001-12-10,1112.15,1123.55,1112.15,1115.2
2001-12-11,1112.15,1122.85,1107.7,1110.2
2001-12-12,1110.65,1121.55,1104.75,1107.6
2001-12-13,1107.75,1114.15,1069.95,1098.7
2001-12-14,1098.65,1102.9,1082.75,1087.8
2001-12-18,1089.9,1098.0,1071.35,1082.3
2001-12-19,1082.5,1086.35,1057.1,1060.7
2001-12-20,1060.45,1064.8,1047.5,1062.0
2001-12-21,1061.8,1061.8,1043.65,1050.8
2001-12-24,1051.0,1055.0,1032.6,1048.5
2001-12-26,1048.9,1058.3,1030.5,1034.2
2001-12-27,1033.85,1037.7,1017.35,1020.0
2001-12-28,1019.9,1036.35,1010.45,1033.8
2001-12-31,1033.9,1062.3,1033.9,1059.0
2002-01-01,1058.85,1071.15,1052.05,1055.3
2002-01-02,1054.95,1065.25,1054.1,1060.7
2002-01-03,1063.45,1074.85,1062.9,1072.2
2002-01-04,1072.4,1099.25,1072.4,1096.2
2002-01-07,1093.05,1111.55,1093.05,1100.1
2002-01-08,1100.55,1114.55,1097.9,1109.9
2002-01-09,1110.0,1119.4,1098.7,1102.8
2002-01-10,1098.8,1105.35,1093.6,1098.2
2002-01-11,1098.15,1105.9,1073.45,1088.5
2002-01-14,1089.45,1118.5,1089.45,1109.8
2002-01-15,1109.45,1112.6,1090.2,1094.1
2002-01-16,1094.15,1104.8,1085.3,1090.3
2002-01-17,1090.25,1116.05,1078.95,1109.2
2002-01-18,1109.55,1121.75,1089.05,1093.1
2002-01-21,1093.25,1099.8,1082.65,1091.3
2002-01-22,1091.35,1099.0,1090.0,1092.8
2002-01-23,1092.85,1096.95,1087.5,1089.4
2002-01-24,1089.6,1098.6,1081.7,1085.3
2002-01-25,1085.85,1089.7,1077.0,1080.1
2002-01-28,1083.25,1088.75,1068.7,1071.3
2002-01-29,1071.35,1076.45,1068.85,1071.6
2002-01-30,1072.85,1072.85,1058.8,1067.4
2002-01-31,1067.65,1082.0,1067.65,1075.4
2002-02-01,1076.95,1088.05,1076.95,1081.6
2002-02-04,1083.05,1086.95,1074.15,1076.9
