title,author,category,publish_year,title_id,author_id,cover_url,book_stats,descriptions,reading_stats
Superstar Insects,Louise Spilsbury,juvenile_literature,First published in 2014,/works/OL28369955W,/authors/OL1394428A/Louise_Spilsbury,/images/icons/avatar_book-sm.png,Publish Date 2014|Publisher  Rosen Publishing Group|Language English,This edition doesn't have a description yet. Can you add one?,0 Want to read|0 Currently reading|0 Have read
Baseball,Michael Hurley,juvenile_literature,First published in 2013,/works/OL28369627W,/authors/OL671559A/Michael_Hurley,/images/icons/avatar_book-sm.png,Publish Date 2013|Publisher  Capstone|Language English,This edition doesn't have a description yet. Can you add one?,0 Want to read|0 Currently reading|0 Have read
How Do Plants Make Their Own Food?,Ruth Owen,juvenile_literature,First published in 2014,/works/OL28369960W,/authors/OL7488117A/Ruth_Owen,/images/icons/avatar_book-sm.png,Publish Date 2014|Publisher  Rosen Publishing Group|Language English,This edition doesn't have a description yet. Can you add one?,0 Want to read|0 Currently reading|0 Have read
Portugal and Spain - Britannica Guide to Countries of the European Union,Britannica Educational Publishing Staff,juvenile_literature,First published in 2013,/works/OL28369704W,/authors/OL10524502A/Britannica_Educational_Publishing_Staff,/images/icons/avatar_book-sm.png,Publish Date 2013|Publisher  Rosen Publishing Group|Language English,This edition doesn't have a description yet. Can you add one?,0 Want to read|0 Currently reading|0 Have read
Idaho,Doug Sanders,juvenile_literature,First published in 2013,/works/OL28369822W,/authors/OL1428017A/Doug_Sanders,/images/icons/avatar_book-sm.png,Publish Date 2013|Publisher  Cavendish Square Publishing LLC|Language English,This edition doesn't have a description yet. Can you add one?,0 Want to read|0 Currently reading|0 Have read
Mountain Tops,Ellen Labrecque,juvenile_literature,First published in 2014,/works/OL28369847W,/authors/OL3122743A/Ellen_Labrecque,/images/icons/avatar_book-sm.png,Publish Date 2014|Publisher  Capstone|Language English,This edition doesn't have a description yet. Can you add one?,0 Want to read|0 Currently reading|0 Have read
Tell Me the Difference Between a Frog and a Toad,Leigh Rockwood,juvenile_literature,First published in 2013,/works/OL28369323W,/authors/OL6714165A/Leigh_Rockwood,/images/icons/avatar_book-sm.png,Publish Date 2013|Publisher  Rosen Publishing Group|Language English,This edition doesn't have a description yet. Can you add one?,0 Want to read|0 Currently reading|0 Have read
20 Fun Facts about Stick Bugs,Heather Moore Niver,juvenile_literature,First published in 2013,/works/OL28369315W,/authors/OL6839789A/Heather_Moore_Niver,/images/icons/avatar_book-sm.png,"Publish Date 2013|Publisher  Stevens Publishing LLLP, Gareth|Language English",This edition doesn't have a description yet. Can you add one?,0 Want to read|0 Currently reading|0 Have read
"Bulgaria, Hungary, Romania, the Czech Republic, and Slovakia - Britannica Guide to Countries of the European Union",Britannica Educational Publishing Staff,juvenile_literature,First published in 2013,/works/OL28369703W,/authors/OL10524502A/Britannica_Educational_Publishing_Staff,/images/icons/avatar_book-sm.png,Publish Date 2013|Publisher  Rosen Publishing Group|Language English,This edition doesn't have a description yet. Can you add one?,0 Want to read|0 Currently reading|0 Have read
Lion,Louise Spilsbury,juvenile_literature,First published in 2013,/works/OL28369724W,/authors/OL1394428A/Louise_Spilsbury,/images/icons/avatar_book-sm.png,Publish Date 2013|Publisher  Rosen Publishing Group|Language English,This edition doesn't have a description yet. Can you add one?,0 Want to read|0 Currently reading|0 Have read
What Is a Blog and How Do I Use It?,Leon Gray,juvenile_literature,First published in 2013,/works/OL28369744W,/authors/OL6353296A/Leon_Gray,/images/icons/avatar_book-sm.png,Publish Date 2013|Publisher  Rosen Publishing Group|Language English,This edition doesn't have a description yet. Can you add one?,0 Want to read|0 Currently reading|0 Have read
Goliath Beetles,Rebecca Stefoff,juvenile_literature,First published in 2014,/works/OL28369976W,/authors/OL5392626A/Rebecca_Stefoff,/images/icons/avatar_book-sm.png,Publish Date 2014|Publisher  Cavendish Square Publishing LLC|Language English,This edition doesn't have a description yet. Can you add one?,0 Want to read|0 Currently reading|0 Have read
Kid Style,Megan Cooley Peterson,juvenile_literature,First published in 2014,/works/OL28369846W,/authors/OL5015050A/Megan_Cooley_Peterson,/images/icons/avatar_book-sm.png,Publish Date 2014|Publisher  Capstone|Language English,This edition doesn't have a description yet. Can you add one?,0 Want to read|0 Currently reading|0 Have read
Antibiotics,Kristi Lew,juvenile_literature,First published in 2013,/works/OL28369824W,/authors/OL3557180A/Kristi_Lew,/images/icons/avatar_book-sm.png,Publish Date 2013|Publisher  Cavendish Square Publishing LLC|Language English,This edition doesn't have a description yet. Can you add one?,0 Want to read|0 Currently reading|0 Have read
Water,Martha E. H. Rustad,juvenile_literature,First published in 2013,/works/OL28369354W,/authors/OL7456111A/Martha_E._H._Rustad,/images/icons/avatar_book-sm.png,Publish Date 2013|Publisher  Capstone|Language English,This edition doesn't have a description yet. Can you add one?,0 Want to read|0 Currently reading|0 Have read
Tony Hawk,Michael A. Steele,juvenile_literature,First published in 2014,/works/OL28369842W,/authors/OL3110317A/Michael_A._Steele,//covers.openlibrary.org/b/olid/OL38834899M-M.jpg,Publish Date 2014|Publisher  Capstone|Language English,This edition doesn't have a description yet. Can you add one?,0 Want to read|0 Currently reading|0 Have read
Shelley Rotner's World,Shelley Rotner,juvenile_literature,First published in 2013,/works/OL28369344W,/authors/OL216396A/Shelley_Rotner,/images/icons/avatar_book-sm.png,Publish Date 2013|Publisher  Capstone|Language English,This edition doesn't have a description yet. Can you add one?,0 Want to read|0 Currently reading|0 Have read
I See a Bird,Alex Appleby,juvenile_literature,First published in 2013,/works/OL28369310W,/authors/OL7148539A/Alex_Appleby,/images/icons/avatar_book-sm.png,"Publish Date 2013|Publisher  Stevens Publishing LLLP, Gareth|Language English",This edition doesn't have a description yet. Can you add one?,0 Want to read|0 Currently reading|0 Have read
Blue Jays,Wil Mara,juvenile_literature,First published in 2014,/works/OL28369972W,/authors/OL221873A/Wil_Mara,/images/icons/avatar_book-sm.png,Publish Date 2014|Publisher  Cavendish Square Publishing LLC|Language English,This edition doesn't have a description yet. Can you add one?,0 Want to read|0 Currently reading|0 Have read
Desert Food Chains,Angela Royston,juvenile_literature,First published in 2014,/works/OL28369994W,/authors/OL30877A/Angela_Royston,/images/icons/avatar_book-sm.png,Publish Date 2014|Publisher  Capstone|Language English,This edition doesn't have a description yet. Can you add one?,0 Want to read|0 Currently reading|0 Have read
Blue Whales,Ruth Owen,juvenile_literature,First published in 2013,/works/OL28369757W,/authors/OL7488117A/Ruth_Owen,/images/icons/avatar_book-sm.png,Publish Date 2013|Publisher  Rosen Publishing Group|Language English,This edition doesn't have a description yet. Can you add one?,0 Want to read|0 Currently reading|0 Have read
Sports Debate,Michelle Schaub,juvenile_literature,First published in 2012,/works/OL28369325W,/authors/OL7068621A/Michelle_Schaub,/images/icons/avatar_book-sm.png,Publish Date 2012|Publisher  Capstone|Language English,This edition doesn't have a description yet. Can you add one?,0 Want to read|0 Currently reading|0 Have read
Finding Out about Your Family History,Nick Hunter,juvenile_literature,First published in 2014,/works/OL28369990W,/authors/OL6832512A/Nick_Hunter,/images/icons/avatar_book-sm.png,Publish Date 2014|Publisher  Capstone|Language English,This edition doesn't have a description yet. Can you add one?,0 Want to read|0 Currently reading|0 Have read
I See a Butterfly,Alex Appleby,juvenile_literature,First published in 2013,/works/OL28369313W,/authors/OL7148539A/Alex_Appleby,/images/icons/avatar_book-sm.png,"Publish Date 2013|Publisher  Stevens Publishing LLLP, Gareth|Language English",This edition doesn't have a description yet. Can you add one?,0 Want to read|0 Currently reading|0 Have read
Yucky Animals in the Yard,Alix Wood,juvenile_literature,First published in 2013,/works/OL28369727W,/authors/OL7060049A/Alix_Wood,/images/icons/avatar_book-sm.png,Publish Date 2013|Publisher  Rosen Publishing Group|Language English,This edition doesn't have a description yet. Can you add one?,0 Want to read|0 Currently reading|0 Have read
All about Spring,Martha E. H. Rustad,juvenile_literature,First published in 2012,/works/OL28369284W,/authors/OL7456111A/Martha_E._H._Rustad,/images/icons/avatar_book-sm.png,Publish Date 2012|Publisher  Capstone|Language English,This edition doesn't have a description yet. Can you add one?,0 Want to read|0 Currently reading|0 Have read
Espionage,Matt Anniss,juvenile_literature,First published in 2013,/works/OL28369777W,/authors/OL6760173A/Matt_Anniss,/images/icons/avatar_book-sm.png,"Publish Date 2013|Publisher  Stevens Publishing LLLP, Gareth|Language English",This edition doesn't have a description yet. Can you add one?,0 Want to read|0 Currently reading|0 Have read
Meet the Librarian,Joyce Jeffries,juvenile_literature,First published in 2013,/works/OL28369786W,/authors/OL7040188A/Joyce_Jeffries,/images/icons/avatar_book-sm.png,"Publish Date 2013|Publisher  Stevens Publishing LLLP, Gareth|Language English",This edition doesn't have a description yet. Can you add one?,0 Want to read|0 Currently reading|0 Have read
Climatologists and Meteorologists,Ruth Owen,juvenile_literature,First published in 2013,/works/OL28369717W,/authors/OL7488117A/Ruth_Owen,/images/icons/avatar_book-sm.png,Publish Date 2013|Publisher  Rosen Publishing Group|Language English,This edition doesn't have a description yet. Can you add one?,0 Want to read|0 Currently reading|0 Have read
Rectangles,Sarah L. Schuette,juvenile_literature,First published in 2014,/works/OL28276563W,/authors/OL7620574A/Sarah_L._Schuette,/images/icons/avatar_book-sm.png,Publish Date 2014|Publisher  Capstone|Language English,This edition doesn't have a description yet. Can you add one?,0 Want to read|0 Currently reading|0 Have read
World of Primates,Jeff Corwin,juvenile_literature,First published in 2014,/works/OL28276663W,/authors/OL25991A/Jeff_Corwin,/images/icons/avatar_book-sm.png,Publish Date 2014|Publisher  Tradeselect Limited|Language English,This edition doesn't have a description yet. Can you add one?,0 Want to read|0 Currently reading|0 Have read
World of Snakes,Jeff Corwin,juvenile_literature,First published in 2014,/works/OL28276661W,/authors/OL25991A/Jeff_Corwin,/images/icons/avatar_book-sm.png,Publish Date 2014|Publisher  Tradeselect Limited|Language English,This edition doesn't have a description yet. Can you add one?,0 Want to read|0 Currently reading|0 Have read
Color,Angela Royston,juvenile_literature,First published in 2008,/works/OL28361799W,/authors/OL30877A/Angela_Royston,/images/icons/avatar_book-sm.png,Publish Date 2008|Publisher  Capstone|Language English,This edition doesn't have a description yet. Can you add one?,0 Want to read|0 Currently reading|0 Have read
Amazing Animal Tails,Linda Bozzo,juvenile_literature,First published in 2008,/works/OL28361863W,/authors/OL2850927A/Linda_Bozzo,/images/icons/avatar_book-sm.png,Publish Date 2008|Publisher  Rosen Publishing Group|Language English,This edition doesn't have a description yet. Can you add one?,0 Want to read|0 Currently reading|0 Have read
Animals All Around,Michael Dahl,juvenile_literature,First published in 2010,/works/OL28362213W,/authors/OL224931A/Michael_Dahl,/images/icons/avatar_book-sm.png,Publish Date 2010|Publisher  Capstone|Language English,This edition doesn't have a description yet. Can you add one?,0 Want to read|0 Currently reading|0 Have read
Giraffes,Sarah Albee,juvenile_literature,First published in 2009,/works/OL28362578W,/authors/OL2675750A/Sarah_Albee,/images/icons/avatar_book-sm.png,"Publish Date 2009|Publisher  Stevens Publishing LLLP, Gareth|Language English",This edition doesn't have a description yet. Can you add one?,0 Want to read|0 Currently reading|0 Have read
Elephants,Sarah Albee,juvenile_literature,First published in 2009,/works/OL28361796W,/authors/OL2675750A/Sarah_Albee,/images/icons/avatar_book-sm.png,"Publish Date 2009|Publisher  Stevens Publishing LLLP, Gareth|Language English",This edition doesn't have a description yet. Can you add one?,0 Want to read|0 Currently reading|0 Have read
Favorite Author Bios Pack [Scholastic],Cheryl Carlson,juvenile_literature,First published in 2011,/works/OL28362497W,/authors/OL1389259A/Cheryl_Carlson,/images/icons/avatar_book-sm.png,Publish Date 2011|Publisher  Capstone|Language English,This edition doesn't have a description yet. Can you add one?,0 Want to read|0 Currently reading|0 Have read
Football,Agnieszka Biskup,juvenile_literature,First published in 2010,/works/OL28362066W,/authors/OL2805141A/Agnieszka_Biskup,/images/icons/avatar_book-sm.png,Publish Date 2010|Publisher  Capstone|Language English,This edition doesn't have a description yet. Can you add one?,0 Want to read|0 Currently reading|0 Have read
Life as a Gladiator,Michael Burgan,juvenile_literature,First published in 2010,/works/OL28362148W,/authors/OL22987A/Michael_Burgan,/images/icons/avatar_book-sm.png,Publish Date 2010|Publisher  Capstone|Language English,This edition doesn't have a description yet. Can you add one?,0 Want to read|0 Currently reading|0 Have read
Robots in Space,Christopher Forest,juvenile_literature,First published in 2011,/works/OL28362367W,/authors/OL3514964A/Christopher_Forest,/images/icons/avatar_book-sm.png,Publish Date 2011|Publisher  Capstone|Language English,This edition doesn't have a description yet. Can you add one?,0 Want to read|0 Currently reading|0 Have read
Easy Bead Crafts in 5 Steps,Anna Llimós,juvenile_literature,First published in 2008,/works/OL28362104W,/authors/OL7651901A/Anna_Llimós,/images/icons/avatar_book-sm.png,"Publish Date 2008|Publisher  Enslow Publishing, LLC|Language English",This edition doesn't have a description yet. Can you add one?,0 Want to read|0 Currently reading|0 Have read
Brain Surgeons,Diane Bailey,juvenile_literature,First published in 2008,/works/OL28361837W,/authors/OL610062A/Diane_Bailey,/images/icons/avatar_book-sm.png,Publish Date 2008|Publisher  Rosen Publishing Group|Language English,This edition doesn't have a description yet. Can you add one?,0 Want to read|0 Currently reading|0 Have read
Life as a Samurai,Matt Doeden,juvenile_literature,First published in 2010,/works/OL28362147W,/authors/OL1389450A/Matt_Doeden,//covers.openlibrary.org/b/olid/OL38820653M-M.jpg,Publish Date 2010|Publisher  Capstone|Language English,This edition doesn't have a description yet. Can you add one?,0 Want to read|0 Currently reading|0 Have read
Shiny and Dull,Angela Royston,juvenile_literature,First published in 2008,/works/OL28361924W,/authors/OL30877A/Angela_Royston,/images/icons/avatar_book-sm.png,Publish Date 2008|Publisher  Capstone|Language English,This edition doesn't have a description yet. Can you add one?,0 Want to read|0 Currently reading|0 Have read
Baby Penguin Story,Martha E. H. Rustad,juvenile_literature,First published in 2011,/works/OL28362368W,/authors/OL7456111A/Martha_E._H._Rustad,/images/icons/avatar_book-sm.png,Publish Date 2011|Publisher  Capstone|Language English,This edition doesn't have a description yet. Can you add one?,0 Want to read|0 Currently reading|0 Have read
Tortuga,Ron Fridell,juvenile_literature,First published in 2010,/works/OL28361983W,/authors/OL20073A/Ron_Fridell,/images/icons/avatar_book-sm.png,Publish Date 2010|Publisher  Capstone|Language English,This edition doesn't have a description yet. Can you add one?,0 Want to read|0 Currently reading|0 Have read
Star Biographies,Capstone Press,juvenile_literature,First published in 2010,/works/OL28362500W,/authors/OL3241299A/Capstone_Press,/images/icons/avatar_book-sm.png,Publish Date 2010|Publisher  Capstone|Language English,This edition doesn't have a description yet. Can you add one?,0 Want to read|0 Currently reading|0 Have read
Why Does the Moon Change Shape?,Marie Roesser,juvenile_literature,First published in 2020,/works/OL28397065W,/authors/OL7906969A/Marie_Roesser,/images/icons/avatar_book-sm.png,"Publish Date 2020|Publisher  Stevens Publishing LLLP, Gareth|Language English",This edition doesn't have a description yet. Can you add one?,0 Want to read|0 Currently reading|0 Have read
Wind and Air Pressure,Alan Rodgers,juvenile_literature,First published in 2007,/works/OL28361921W,/authors/OL321738A/Alan_Rodgers,/images/icons/avatar_book-sm.png,"Publish Date July 15, 2007|Publisher  Heinemann|Language English|Pages 32",This edition doesn't have a description yet. Can you add one?,0 Want to read|0 Currently reading|0 Have read
Black Holes,Bert Wilberforce,juvenile_literature,First published in 2020,/works/OL28397051W,/authors/OL8361900A/Bert_Wilberforce,/images/icons/avatar_book-sm.png,"Publish Date 2020|Publisher  Stevens Publishing LLLP, Gareth|Language English",This edition doesn't have a description yet. Can you add one?,0 Want to read|0 Currently reading|0 Have read
Angry Birds and Rovio Entertainment,Jason Porterfield,juvenile_literature,First published in 2014,/works/OL28379572W,/authors/OL1392012A/Jason_Porterfield,/images/icons/avatar_book-sm.png,Publish Date 2014|Publisher  Rosen Publishing Group|Language English,This edition doesn't have a description yet. Can you add one?,0 Want to read|0 Currently reading|0 Have read
How a Skyscraper Is Built,Therese Shea,juvenile_literature,First published in 2015,/works/OL28378769W,/authors/OL1392017A/Therese_Shea,/images/icons/avatar_book-sm.png,"Publish Date 2015|Publisher  Stevens Publishing LLLP, Gareth|Language English",This edition doesn't have a description yet. Can you add one?,0 Want to read|0 Currently reading|0 Have read
Top 10 Towers of Power in Basketball,David Aretha,juvenile_literature,First published in 2016,/works/OL28378994W,/authors/OL225188A/David_Aretha,/images/icons/avatar_book-sm.png,"Publish Date 2016|Publisher  Enslow Publishing, LLC|Language English",This edition doesn't have a description yet. Can you add one?,0 Want to read|0 Currently reading|0 Have read
What Makes Fire Burn?,Walter Laplante,juvenile_literature,First published in 2015,/works/OL28378774W,/authors/OL9265678A/Walter_Laplante,/images/icons/avatar_book-sm.png,"Publish Date 2015|Publisher  Stevens Publishing LLLP, Gareth|Language English",This edition doesn't have a description yet. Can you add one?,0 Want to read|0 Currently reading|0 Have read
Cement Mixers,Norman D. Graubart,juvenile_literature,First published in 2014,/works/OL28379587W,/authors/OL7601053A/Norman_D._Graubart,/images/icons/avatar_book-sm.png,Publish Date 2014|Publisher  Rosen Publishing Group|Language English,This edition doesn't have a description yet. Can you add one?,0 Want to read|0 Currently reading|0 Have read
Make Origami Amphibians,Ruth Owen,juvenile_literature,First published in 2017,/works/OL28379439W,/authors/OL7488117A/Ruth_Owen,/images/icons/avatar_book-sm.png,Publish Date 2017|Publisher  Rosen Publishing Group|Language English,This edition doesn't have a description yet. Can you add one?,0 Want to read|0 Currently reading|0 Have read
Really Strange Reptiles,Therese Shea,juvenile_literature,First published in 2016,/works/OL28379161W,/authors/OL1392017A/Therese_Shea,/images/icons/avatar_book-sm.png,Publish Date 2016|Publisher  Rosen Publishing Group|Language English,This edition doesn't have a description yet. Can you add one?,0 Want to read|0 Currently reading|0 Have read
Civilian Drones,Daniel R. Faust,juvenile_literature,First published in 2015,/works/OL28378754W,/authors/OL6471892A/Daniel_R._Faust,/images/icons/avatar_book-sm.png,Publish Date 2015|Publisher  Rosen Publishing Group|Language English,This edition doesn't have a description yet. Can you add one?,0 Want to read|0 Currently reading|0 Have read
Vikings,Therese Shea,juvenile_literature,First published in 2016,/works/OL28379038W,/authors/OL1392017A/Therese_Shea,/images/icons/avatar_book-sm.png,Publish Date 2016|Publisher  Rosen Publishing Group|Language English,This edition doesn't have a description yet. Can you add one?,0 Want to read|0 Currently reading|0 Have read
BIG Roller Coasters,Catherine Ipcizade,juvenile_literature,First published in 2016,/works/OL28379247W,/authors/OL3879293A/Catherine_Ipcizade,/images/icons/avatar_book-sm.png,Publish Date 2016|Publisher  Capstone|Language English,This edition doesn't have a description yet. Can you add one?,0 Want to read|0 Currently reading|0 Have read
Acting Responsibly,Vic Parker,juvenile_literature,First published in 2016,/works/OL28379244W,/authors/OL2659277A/Vic_Parker,/images/icons/avatar_book-sm.png,Publish Date 2016|Publisher  Capstone|Language English,This edition doesn't have a description yet. Can you add one?,0 Want to read|0 Currently reading|0 Have read
Saving the Endangered American Bald Eagle,Therese Shea,juvenile_literature,First published in 2015,/works/OL28378758W,/authors/OL1392017A/Therese_Shea,/images/icons/avatar_book-sm.png,Publish Date 2015|Publisher  Rosen Publishing Group|Language English,This edition doesn't have a description yet. Can you add one?,0 Want to read|0 Currently reading|0 Have read
Trailblazers in Economics,Mathew Forstater,juvenile_literature,First published in 2014,/works/OL28379568W,/authors/OL3036693A/Mathew_Forstater,/images/icons/avatar_book-sm.png,Publish Date 2014|Publisher  Rosen Publishing Group|Language English,This edition doesn't have a description yet. Can you add one?,1 Want to read|0 Currently reading|0 Have read
Oil Tankers at Sea,Louise Spilsbury,juvenile_literature,First published in 2017,/works/OL28379431W,/authors/OL1394428A/Louise_Spilsbury,/images/icons/avatar_book-sm.png,Publish Date 2017|Publisher  Rosen Publishing Group|Language English,This edition doesn't have a description yet. Can you add one?,1 Want to read|0 Currently reading|0 Have read
